count,method,n_real,pred_class,seed,true_class
40,random_open_loop,25,base_imbalance,0,lead_screw_anomaly
0,random_open_loop,25,normal_machining,0,base_imbalance
13,random_open_loop,25,lead_screw_anomaly,0,base_imbalance
54,random_open_loop,25,base_imbalance,0,base_imbalance
7,real_only,25,normal_machining,1,normal_machining
60,real_only,25,lead_screw_anomaly,1,normal_machining
4,real_only,25,base_imbalance,1,normal_machining
34,real_only,25,normal_machining,1,lead_screw_anomaly
50,real_only,25,lead_screw_anomaly,1,lead_screw_anomaly
35,real_only,25,base_imbalance,1,lead_screw_anomaly
0,real_only,25,normal_machining,1,base_imbalance
20,real_only,25,lead_screw_anomaly,1,base_imbalance
47,real_only,25,base_imbalance,1,base_imbalance
10,noise_aug,25,normal_machining,1,normal_machining
56,noise_aug,25,lead_screw_anomaly,1,normal_machining
5,noise_aug,25,base_imbalance,1,normal_machining
43,noise_aug,25,normal_machining,1,lead_screw_anomaly
34,noise_aug,25,lead_screw_anomaly,1,lead_screw_anomaly
42,noise_aug,25,base_imbalance,1,lead_screw_anomaly
0,noise_aug,25,normal_machining,1,base_imbalance
22,noise_aug,25,lead_screw_anomaly,1,base_imbalance
45,noise_aug,25,base_imbalance,1,base_imbalance
12,llm_closed_loop,25,normal_machining,1,normal_machining
57,llm_closed_loop,25,lead_screw_anomaly,1,normal_machining
2,llm_closed_loop,25,base_imbalance,1,normal_machining
63,llm_closed_loop,25,normal_machining,1,lead_screw_anomaly
24,llm_closed_loop,25,lead_screw_anomaly,1,lead_screw_anomaly
32,llm_closed_loop,25,base_imbalance,1,lead_screw_anomaly
2,llm_closed_loop,25,normal_machining,1,base_imbalance
35,llm_closed_loop,25,lead_screw_anomaly,1,base_imbalance
30,llm_closed_loop,25,base_imbalance,1,base_imbalance
11,rule_verified,25,normal_machining,1,normal_machining
56,rule_verified,25,lead_screw_anomaly,1,normal_machining
4,rule_verified,25,base_imbalance,1,normal_machining
44,rule_verified,25,normal_machining,1,lead_screw_anomaly
42,rule_verified,25,lead_screw_anomaly,1,lead_screw_anomaly
33,rule_verified,25,base_imbalance,1,lead_screw_anomaly
2,rule_verified,25,normal_machining,1,base_imbalance
31,rule_verified,25,lead_screw_anomaly,1,base_imbalance
34,rule_verified,25,base_imbalance,1,base_imbalance
11,random_open_loop,25,normal_machining,1,normal_machining
56,random_open_loop,25,lead_screw_anomaly,1,normal_machining
4,random_open_loop,25,base_imbalance,1,normal_machining
61,random_open_loop,25,normal_machining,1,lead_screw_anomaly
25,random_open_loop,25,lead_screw_anomaly,1,lead_screw_anomaly
33,random_open_loop,25,base_imbalance,1,lead_screw_anomaly
1,random_open_loop,25,normal_machining,1,base_imbalance
32,random_open_loop,25,lead_screw_anomaly,1,base_imbalance
34,random_open_loop,25,base_imbalance,1,base_imbalance
7,real_only,25,normal_machining,2,normal_machining
59,real_only,25,lead_screw_anomaly,2,normal_machining
5,real_only,25,base_imbalance,2,normal_machining
40,real_only,25,normal_machining,2,lead_screw_anomaly
41,real_only,25,lead_screw_anomaly,2,lead_screw_anomaly
38,real_only,25,base_imbalance,2,lead_screw_anomaly
0,real_only,25,normal_machining,2,base_imbalance
39,real_only,25,lead_screw_anomaly,2,base_imbalance
28,real_only,25,base_imbalance,2,base_imbalance
11,noise_aug,25,normal_machining,2,normal_machining
56,noise_aug,25,lead_screw_anomaly,2,normal_machining
4,noise_aug,25,base_imbalance,2,normal_machining
50,noise_aug,25,normal_machining,2,lead_screw_anomaly
29,noise_aug,25,lead_screw_anomaly,2,lead_screw_anomaly
40,noise_aug,25,base_imbalance,2,lead_screw_anomaly
0,noise_aug,25,normal_machining,2,base_imbalance
24,noise_aug,25,lead_screw_anomaly,2,base_imbalance
43,noise_aug,25,base_imbalance,2,base_imbalance
8,llm_closed_loop,25,normal_machining,2,normal_machining
57,llm_closed_loop,25,lead_screw_anomaly,2,normal_machining
6,llm_closed_loop,25,base_imbalance,2,normal_machining
39,llm_closed_loop,25,normal_machining,2,lead_screw_anomaly
41,llm_closed_loop,25,lead_screw_anomaly,2,lead_screw_anomaly
39,llm_closed_loop,25,base_imbalance,2,lead_screw_anomaly
0,llm_closed_loop,25,normal_machining,2,base_imbalance
45,llm_closed_loop,25,lead_screw_anomaly,2,base_imbalance
22,llm_closed_loop,25,base_imbalance,2,base_imbalance
7,rule_verified,25,normal_machining,2,normal_machining
62,rule_verified,25,lead_screw_anomaly,2,normal_machining
2,rule_verified,25,base_imbalance,2,normal_machining
53,rule_verified,25,normal_machining,2,lead_screw_anomaly
48,rule_verified,25,lead_screw_anomaly,2,lead_screw_anomaly
18,rule_verified,25,base_imbalance,2,lead_screw_anomaly
1,rule_verified,25,normal_machining,2,base_imbalance
28,rule_verified,25,lead_screw_anomaly,2,base_imbalance
38,rule_verified,25,base_imbalance,2,base_imbalance
7,random_open_loop,25,normal_machining,2,normal_machining
60,random_open_loop,25,lead_screw_anomaly,2,normal_machining
4,random_open_loop,25,base_imbalance,2,normal_machining
39,random_open_loop,25,normal_machining,2,lead_screw_anomaly
41,random_open_loop,25,lead_screw_anomaly,2,lead_screw_anomaly
39,random_open_loop,25,base_imbalance,2,lead_screw_anomaly
0,random_open_loop,25,normal_machining,2,base_imbalance
32,random_open_loop,25,lead_screw_anomaly,2,base_imbalance
35,random_open_loop,25,base_imbalance,2,base_imbalance
12,real_only,25,normal_machining,3,normal_machining
55,real_only,25,lead_screw_anomaly,3,normal_machining
4,real_only,25,base_imbalance,3,normal_machining
53,real_only,25,normal_machining,3,lead_screw_anomaly
42,real_only,25,lead_screw_anomaly,3,lead_screw_anomaly
24,real_only,25,base_imbalance,3,lead_screw_anomaly
2,real_only,25,normal_machining,3,base_imbalance
50,real_only,25,lead_screw_anomaly,3,base_imbalance
15,real_only,25,base_imbalance,3,base_imbalance
13,noise_aug,25,normal_machining,3,normal_machining
50,noise_aug,25,lead_screw_anomaly,3,normal_machining
8,noise_aug,25,base_imbalance,3,normal_machining
48,noise_aug,25,normal_machining,3,lead_screw_anomaly
44,noise_aug,25,lead_screw_anomaly,3,lead_screw_anomaly
27,noise_aug,25,base_imbalance,3,lead_screw_anomaly
2,noise_aug,25,normal_machining,3,base_imbalance
34,noise_aug,25,lead_screw_anomaly,3,base_imbalance
31,noise_aug,25,base_imbalance,3,base_imbalance
4,llm_closed_loop,25,normal_machining,3,normal_machining
60,llm_closed_loop,25,lead_screw_anomaly,3,normal_machining
7,llm_closed_loop,25,base_imbalance,3,normal_machining
29,llm_closed_loop,25,normal_machining,3,lead_screw_anomaly
39,llm_closed_loop,25,lead_screw_anomaly,3,lead_screw_anomaly
51,llm_closed_loop,25,base_imbalance,3,lead_screw_anomaly
0,llm_closed_loop,25,normal_machining,3,base_imbalance
46,llm_closed_loop,25,lead_screw_anomaly,3,base_imbalance
21,llm_closed_loop,25,base_imbalance,3,base_imbalance
8,rule_verified,25,normal_machining,3,normal_machining
58,rule_verified,25,lead_screw_anomaly,3,normal_machining
5,rule_verified,25,base_imbalance,3,normal_machining
46,rule_verified,25,normal_machining,3,lead_screw_anomaly
36,rule_verified,25,lead_screw_anomaly,3,lead_screw_anomaly
37,rule_verified,25,base_imbalance,3,lead_screw_anomaly
0,rule_verified,25,normal_machining,3,base_imbalance
48,rule_verified,25,lead_screw_anomaly,3,base_imbalance
19,rule_verified,25,base_imbalance,3,base_imbalance
11,random_open_loop,25,normal_machining,3,normal_machining
44,random_open_loop,25,lead_screw_anomaly,3,normal_machining
16,random_open_loop,25,base_imbalance,3,normal_machining
42,random_open_loop,25,normal_machining,3,lead_screw_anomaly
13,random_open_loop,25,lead_screw_anomaly,3,lead_screw_anomaly
64,random_open_loop,25,base_imbalance,3,lead_screw_anomaly
0,random_open_loop,25,normal_machining,3,base_imbalance
40,random_open_loop,25,lead_screw_anomaly,3,base_imbalance
27,random_open_loop,25,base_imbalance,3,base_imbalance
17,real_only,25,normal_machining,4,normal_machining
40,real_only,25,lead_screw_anomaly,4,normal_machining
14,real_only,25,base_imbalance,4,normal_machining
71,real_only,25,normal_machining,4,lead_screw_anomaly
7,real_only,25,lead_screw_anomaly,4,lead_screw_anomaly
41,real_only,25,base_imbalance,4,lead_screw_anomaly
1,real_only,25,normal_machining,4,base_imbalance
49,real_only,25,lead_screw_anomaly,4,base_imbalance
17,real_only,25,base_imbalance,4,base_imbalance
19,noise_aug,25,normal_machining,4,normal_machining
50,noise_aug,25,lead_screw_anomaly,4,normal_machining
2,noise_aug,25,base_imbalance,4,normal_machining
62,noise_aug,25,normal_machining,4,lead_screw_anomaly
16,noise_aug,25,lead_screw_anomaly,4,lead_screw_anomaly
41,noise_aug,25,base_imbalance,4,lead_screw_anomaly
2,noise_aug,25,normal_machining,4,base_imbalance
38,noise_aug,25,lead_screw_anomaly,4,base_imbalance
27,noise_aug,25,base_imbalance,4,base_imbalance
12,llm_closed_loop,25,normal_machining,4,normal_machining
50,llm_closed_loop,25,lead_screw_anomaly,4,normal_machining
9,llm_closed_loop,25,base_imbalance,4,normal_machining
56,llm_closed_loop,25,normal_machining,4,lead_screw_anomaly
27,llm_closed_loop,25,lead_screw_anomaly,4,lead_screw_anomaly
36,llm_closed_loop,25,base_imbalance,4,lead_screw_anomaly
1,llm_closed_loop,25,normal_machining,4,base_imbalance
42,llm_closed_loop,25,lead_screw_anomaly,4,base_imbalance
24,llm_closed_loop,25,base_imbalance,4,base_imbalance
13,rule_verified,25,normal_machining,4,normal_machining
50,rule_verified,25,lead_screw_anomaly,4,normal_machining
8,rule_verified,25,base_imbalance,4,normal_machining
39,rule_verified,25,normal_machining,4,lead_screw_anomaly
24,rule_verified,25,lead_screw_anomaly,4,lead_screw_anomaly
56,rule_verified,25,base_imbalance,4,lead_screw_anomaly
0,rule_verified,25,normal_machining,4,base_imbalance
51,rule_verified,25,lead_screw_anomaly,4,base_imbalance
16,rule_verified,25,base_imbalance,4,base_imbalance
11,random_open_loop,25,normal_machining,4,normal_machining
52,random_open_loop,25,lead_screw_anomaly,4,normal_machining
8,random_open_loop,25,base_imbalance,4,normal_machining
41,random_open_loop,25,normal_machining,4,lead_screw_anomaly
11,random_open_loop,25,lead_screw_anomaly,4,lead_screw_anomaly
67,random_open_loop,25,base_imbalance,4,lead_screw_anomaly
0,random_open_loop,25,normal_machining,4,base_imbalance
39,random_open_loop,25,lead_screw_anomaly,4,base_imbalance
28,random_open_loop,25,base_imbalance,4,base_imbalance
16,real_only,25,normal_machining,5,normal_machining
50,real_only,25,lead_screw_anomaly,5,normal_machining
5,real_only,25,base_imbalance,5,normal_machining
42,real_only,25,normal_machining,5,lead_screw_anomaly
36,real_only,25,lead_screw_anomaly,5,lead_screw_anomaly
41,real_only,25,base_imbalance,5,lead_screw_anomaly
0,real_only,25,normal_machining,5,base_imbalance
46,real_only,25,lead_screw_anomaly,5,base_imbalance
21,real_only,25,base_imbalance,5,base_imbalance
7,noise_aug,25,normal_machining,5,normal_machining
60,noise_aug,25,lead_screw_anomaly,5,normal_machining
4,noise_aug,25,base_imbalance,5,normal_machining
37,noise_aug,25,normal_machining,5,lead_screw_anomaly
46,noise_aug,25,lead_screw_anomaly,5,lead_screw_anomaly
36,noise_aug,25,base_imbalance,5,lead_screw_anomaly
0,noise_aug,25,normal_machining,5,base_imbalance
51,noise_aug,25,lead_screw_anomaly,5,base_imbalance
16,noise_aug,25,base_imbalance,5,base_imbalance
9,llm_closed_loop,25,normal_machining,5,normal_machining
59,llm_closed_loop,25,lead_screw_anomaly,5,normal_machining
3,llm_closed_loop,25,base_imbalance,5,normal_machining
64,llm_closed_loop,25,normal_machining,5,lead_screw_anomaly
28,llm_closed_loop,25,lead_screw_anomaly,5,lead_screw_anomaly
27,llm_closed_loop,25,base_imbalance,5,lead_screw_anomaly
1,llm_closed_loop,25,normal_machining,5,base_imbalance
36,llm_closed_loop,25,lead_screw_anomaly,5,base_imbalance
30,llm_closed_loop,25,base_imbalance,5,base_imbalance
10,rule_verified,25,normal_machining,5,normal_machining
53,rule_verified,25,lead_screw_anomaly,5,normal_machining
8,rule_verified,25,base_imbalance,5,normal_machining
54,rule_verified,25,normal_machining,5,lead_screw_anomaly
29,rule_verified,25,lead_screw_anomaly,5,lead_screw_anomaly
36,rule_verified,25,base_imbalance,5,lead_screw_anomaly
0,rule_verified,25,normal_machining,5,base_imbalance
35,rule_verified,25,lead_screw_anomaly,5,base_imbalance
32,rule_verified,25,base_imbalance,5,base_imbalance
9,random_open_loop,25,normal_machining,5,normal_machining
59,random_open_loop,25,lead_screw_anomaly,5,normal_machining
3,random_open_loop,25,base_imbalance,5,normal_machining
44,random_open_loop,25,normal_machining,5,lead_screw_anomaly
36,random_open_loop,25,lead_screw_anomaly,5,lead_screw_anomaly
39,random_open_loop,25,base_imbalance,5,lead_screw_anomaly
0,random_open_loop,25,normal_machining,5,base_imbalance
34,random_open_loop,25,lead_screw_anomaly,5,base_imbalance
33,random_open_loop,25,base_imbalance,5,base_imbalance
17,real_only,25,normal_machining,6,normal_machining
51,real_only,25,lead_screw_anomaly,6,normal_machining
3,real_only,25,base_imbalance,6,normal_machining
70,real_only,25,normal_machining,6,lead_screw_anomaly
18,real_only,25,lead_screw_anomaly,6,lead_screw_anomaly
31,real_only,25,base_imbalance,6,lead_screw_anomaly
0,real_only,25,normal_machining,6,base_imbalance
41,real_only,25,lead_screw_anomaly,6,base_imbalance
26,real_only,25,base_imbalance,6,base_imbalance
13,noise_aug,25,normal_machining,6,normal_machining
56,noise_aug,25,lead_screw_anomaly,6,normal_machining
2,noise_aug,25,base_imbalance,6,normal_machining
65,noise_aug,25,normal_machining,6,lead_screw_anomaly
32,noise_aug,25,lead_screw_anomaly,6,lead_screw_anomaly
22,noise_aug,25,base_imbalance,6,lead_screw_anomaly
0,noise_aug,25,normal_machining,6,base_imbalance
37,noise_aug,25,lead_screw_anomaly,6,base_imbalance
30,noise_aug,25,base_imbalance,6,base_imbalance
9,llm_closed_loop,25,normal_machining,6,normal_machining
60,llm_closed_loop,25,lead_screw_anomaly,6,normal_machining
2,llm_closed_loop,25,base_imbalance,6,normal_machining
42,llm_closed_loop,25,normal_machining,6,lead_screw_anomaly
29,llm_closed_loop,25,lead_screw_anomaly,6,lead_screw_anomaly
48,llm_closed_loop,25,base_imbalance,6,lead_screw_anomaly
0,llm_closed_loop,25,normal_machining,6,base_imbalance
54,llm_closed_loop,25,lead_screw_anomaly,6,base_imbalance
13,llm_closed_loop,25,base_imbalance,6,base_imbalance
9,rule_verified,25,normal_machining,6,normal_machining
56,rule_verified,25,lead_screw_anomaly,6,normal_machining
6,rule_verified,25,base_imbalance,6,normal_machining
49,rule_verified,25,normal_machining,6,lead_screw_anomaly
21,rule_verified,25,lead_screw_anomaly,6,lead_screw_anomaly
49,rule_verified,25,base_imbalance,6,lead_screw_anomaly
0,rule_verified,25,normal_machining,6,base_imbalance
36,rule_verified,25,lead_screw_anomaly,6,base_imbalance
31,rule_verified,25,base_imbalance,6,base_imbalance
9,random_open_loop,25,normal_machining,6,normal_machining
59,random_open_loop,25,lead_screw_anomaly,6,normal_machining
3,random_open_loop,25,base_imbalance,6,normal_machining
52,random_open_loop,25,normal_machining,6,lead_screw_anomaly
17,random_open_loop,25,lead_screw_anomaly,6,lead_screw_anomaly
50,random_open_loop,25,base_imbalance,6,lead_screw_anomaly
0,random_open_loop,25,normal_machining,6,base_imbalance
35,random_open_loop,25,lead_screw_anomaly,6,base_imbalance
32,random_open_loop,25,base_imbalance,6,base_imbalance
13,real_only,25,normal_machining,7,normal_machining
55,real_only,25,lead_screw_anomaly,7,normal_machining
3,real_only,25,base_imbalance,7,normal_machining
40,real_only,25,normal_machining,7,lead_screw_anomaly
62,real_only,25,lead_screw_anomaly,7,lead_screw_anomaly
17,real_only,25,base_imbalance,7,lead_screw_anomaly
2,real_only,25,normal_machining,7,base_imbalance
35,real_only,25,lead_screw_anomaly,7,base_imbalance
30,real_only,25,base_imbalance,7,base_imbalance
16,noise_aug,25,normal_machining,7,normal_machining
52,noise_aug,25,lead_screw_anomaly,7,normal_machining
3,noise_aug,25,base_imbalance,7,normal_machining
70,noise_aug,25,normal_machining,7,lead_screw_anomaly
38,noise_aug,25,lead_screw_anomaly,7,lead_screw_anomaly
11,noise_aug,25,base_imbalance,7,lead_screw_anomaly
11,noise_aug,25,normal_machining,7,base_imbalance
45,noise_aug,25,lead_screw_anomaly,7,base_imbalance
11,noise_aug,25,base_imbalance,7,base_imbalance
14,llm_closed_loop,25,normal_machining,7,normal_machining
54,llm_closed_loop,25,lead_screw_anomaly,7,normal_machining
3,llm_closed_loop,25,base_imbalance,7,normal_machining
49,llm_closed_loop,25,normal_machining,7,lead_screw_anomaly
40,llm_closed_loop,25,lead_screw_anomaly,7,lead_screw_anomaly
30,llm_closed_loop,25,base_imbalance,7,lead_screw_anomaly
1,llm_closed_loop,25,normal_machining,7,base_imbalance
34,llm_closed_loop,25,lead_screw_anomaly,7,base_imbalance
32,llm_closed_loop,25,base_imbalance,7,base_imbalance
7,rule_verified,25,normal_machining,7,normal_machining
60,rule_verified,25,lead_screw_anomaly,7,normal_machining
4,rule_verified,25,base_imbalance,7,normal_machining
37,rule_verified,25,normal_machining,7,lead_screw_anomaly
48,rule_verified,25,lead_screw_anomaly,7,lead_screw_anomaly
34,rule_verified,25,base_imbalance,7,lead_screw_anomaly
0,rule_verified,25,normal_machining,7,base_imbalance
31,rule_verified,25,lead_screw_anomaly,7,base_imbalance
36,rule_verified,25,base_imbalance,7,base_imbalance
5,random_open_loop,25,normal_machining,7,normal_machining
60,random_open_loop,25,lead_screw_anomaly,7,normal_machining
6,random_open_loop,25,base_imbalance,7,normal_machining
38,random_open_loop,25,normal_machining,7,lead_screw_anomaly
50,random_open_loop,25,lead_screw_anomaly,7,lead_screw_anomaly
31,random_open_loop,25,base_imbalance,7,lead_screw_anomaly
0,random_open_loop,25,normal_machining,7,base_imbalance
37,random_open_loop,25,lead_screw_anomaly,7,base_imbalance
30,random_open_loop,25,base_imbalance,7,base_imbalance
8,real_only,25,normal_machining,8,normal_machining
57,real_only,25,lead_screw_anomaly,8,normal_machining
6,real_only,25,base_imbalance,8,normal_machining
42,real_only,25,normal_machining,8,lead_screw_anomaly
33,real_only,25,lead_screw_anomaly,8,lead_screw_anomaly
44,real_only,25,base_imbalance,8,lead_screw_anomaly
0,real_only,25,normal_machining,8,base_imbalance
38,real_only,25,lead_screw_anomaly,8,base_imbalance
29,real_only,25,base_imbalance,8,base_imbalance
5,noise_aug,25,normal_machining,8,normal_machining
59,noise_aug,25,lead_screw_anomaly,8,normal_machining
7,noise_aug,25,base_imbalance,8,normal_machining
47,noise_aug,25,normal_machining,8,lead_screw_anomaly
31,noise_aug,25,lead_screw_anomaly,8,lead_screw_anomaly
41,noise_aug,25,base_imbalance,8,lead_screw_anomaly
0,noise_aug,25,normal_machining,8,base_imbalance
53,noise_aug,25,lead_screw_anomaly,8,base_imbalance
14,noise_aug,25,base_imbalance,8,base_imbalance
6,llm_closed_loop,25,normal_machining,8,normal_machining
61,llm_closed_loop,25,lead_screw_anomaly,8,normal_machining
4,llm_closed_loop,25,base_imbalance,8,normal_machining
33,llm_closed_loop,25,normal_machining,8,lead_screw_anomaly
49,llm_closed_loop,25,lead_screw_anomaly,8,lead_screw_anomaly
37,llm_closed_loop,25,base_imbalance,8,lead_screw_anomaly
1,llm_closed_loop,25,normal_machining,8,base_imbalance
51,llm_closed_loop,25,lead_screw_anomaly,8,base_imbalance
15,llm_closed_loop,25,base_imbalance,8,base_imbalance
9,rule_verified,25,normal_machining,8,normal_machining
58,rule_verified,25,lead_screw_anomaly,8,normal_machining
4,rule_verified,25,base_imbalance,8,normal_machining
54,rule_verified,25,normal_machining,8,lead_screw_anomaly
36,rule_verified,25,lead_screw_anomaly,8,lead_screw_anomaly
29,rule_verified,25,base_imbalance,8,lead_screw_anomaly
13,rule_verified,25,normal_machining,8,base_imbalance
31,rule_verified,25,lead_screw_anomaly,8,base_imbalance
23,rule_verified,25,base_imbalance,8,base_imbalance
9,random_open_loop,25,normal_machining,8,normal_machining
60,random_open_loop,25,lead_screw_anomaly,8,normal_machining
2,random_open_loop,25,base_imbalance,8,normal_machining
54,random_open_loop,25,normal_machining,8,lead_screw_anomaly
37,random_open_loop,25,lead_screw_anomaly,8,lead_screw_anomaly
28,random_open_loop,25,base_imbalance,8,lead_screw_anomaly
1,random_open_loop,25,normal_machining,8,base_imbalance
32,random_open_loop,25,lead_screw_anomaly,8,base_imbalance
34,random_open_loop,25,base_imbalance,8,base_imbalance
11,real_only,25,normal_machining,9,normal_machining
57,real_only,25,lead_screw_anomaly,9,normal_machining
3,real_only,25,base_imbalance,9,normal_machining
59,real_only,25,normal_machining,9,lead_screw_anomaly
28,real_only,25,lead_screw_anomaly,9,lead_screw_anomaly
32,real_only,25,base_imbalance,9,lead_screw_anomaly
1,real_only,25,normal_machining,9,base_imbalance
37,real_only,25,lead_screw_anomaly,9,base_imbalance
29,real_only,25,base_imbalance,9,base_imbalance
23,noise_aug,25,normal_machining,9,normal_machining
48,noise_aug,25,lead_screw_anomaly,9,normal_machining
0,noise_aug,25,base_imbalance,9,normal_machining
91,noise_aug,25,normal_machining,9,lead_screw_anomaly
24,noise_aug,25,lead_screw_anomaly,9,lead_screw_anomaly
4,noise_aug,25,base_imbalance,9,lead_screw_anomaly
40,noise_aug,25,normal_machining,9,base_imbalance
23,noise_aug,25,lead_screw_anomaly,9,base_imbalance
4,noise_aug,25,base_imbalance,9,base_imbalance
9,llm_closed_loop,25,normal_machining,9,normal_machining
56,llm_closed_loop,25,lead_screw_anomaly,9,normal_machining
6,llm_closed_loop,25,base_imbalance,9,normal_machining
34,llm_closed_loop,25,normal_machining,9,lead_screw_anomaly
53,llm_closed_loop,25,lead_screw_anomaly,9,lead_screw_anomaly
32,llm_closed_loop,25,base_imbalance,9,lead_screw_anomaly
1,llm_closed_loop,25,normal_machining,9,base_imbalance
41,llm_closed_loop,25,lead_screw_anomaly,9,base_imbalance
25,llm_closed_loop,25,base_imbalance,9,base_imbalance
9,rule_verified,25,normal_machining,9,normal_machining
56,rule_verified,25,lead_screw_anomaly,9,normal_machining
6,rule_verified,25,base_imbalance,9,normal_machining
46,rule_verified,25,normal_machining,9,lead_screw_anomaly
42,rule_verified,25,lead_screw_anomaly,9,lead_screw_anomaly
31,rule_verified,25,base_imbalance,9,lead_screw_anomaly
0,rule_verified,25,normal_machining,9,base_imbalance
50,rule_verified,25,lead_screw_anomaly,9,base_imbalance
17,rule_verified,25,base_imbalance,9,base_imbalance
15,random_open_loop,25,normal_machining,9,normal_machining
56,random_open_loop,25,lead_screw_anomaly,9,normal_machining
0,random_open_loop,25,base_imbalance,9,normal_machining
55,random_open_loop,25,normal_machining,9,lead_screw_anomaly
33,random_open_loop,25,lead_screw_anomaly,9,lead_screw_anomaly
31,random_open_loop,25,base_imbalance,9,lead_screw_anomaly
1,random_open_loop,25,normal_machining,9,base_imbalance
29,random_open_loop,25,lead_screw_anomaly,9,base_imbalance
37,random_open_loop,25,base_imbalance,9,base_imbalance
11,real_only,50,normal_machining,0,normal_machining
60,real_only,50,lead_screw_anomaly,0,normal_machining
0,real_only,50,base_imbalance,0,normal_machining
45,real_only,50,normal_machining,0,lead_screw_anomaly
60,real_only,50,lead_screw_anomaly,0,lead_screw_anomaly
14,real_only,50,base_imbalance,0,lead_screw_anomaly
0,real_only,50,normal_machining,0,base_imbalance
41,real_only,50,lead_screw_anomaly,0,base_imbalance
26,real_only,50,base_imbalance,0,base_imbalance
10,noise_aug,50,normal_machining,0,normal_machining
59,noise_aug,50,lead_screw_anomaly,0,normal_machining
2,noise_aug,50,base_imbalance,0,normal_machining
76,noise_aug,50,normal_machining,0,lead_screw_anomaly
33,noise_aug,50,lead_screw_anomaly,0,lead_screw_anomaly
10,noise_aug,50,base_imbalance,0,lead_screw_anomaly
0,noise_aug,50,normal_machining,0,base_imbalance
39,noise_aug,50,lead_screw_anomaly,0,base_imbalance
28,noise_aug,50,base_imbalance,0,base_imbalance
10,llm_closed_loop,50,normal_machining,0,normal_machining
59,llm_closed_loop,50,lead_screw_anomaly,0,normal_machining
2,llm_closed_loop,50,base_imbalance,0,normal_machining
62,llm_closed_loop,50,normal_machining,0,lead_screw_anomaly
46,llm_closed_loop,50,lead_screw_anomaly,0,lead_screw_anomaly
11,llm_closed_loop,50,base_imbalance,0,lead_screw_anomaly
0,llm_closed_loop,50,normal_machining,0,base_imbalance
39,llm_closed_loop,50,lead_screw_anomaly,0,base_imbalance
28,llm_closed_loop,50,base_imbalance,0,base_imbalance
15,rule_verified,50,normal_machining,0,normal_machining
56,rule_verified,50,lead_screw_anomaly,0,normal_machining
0,rule_verified,50,base_imbalance,0,normal_machining
80,rule_verified,50,normal_machining,0,lead_screw_anomaly
32,rule_verified,50,lead_screw_anomaly,0,lead_screw_anomaly
7,rule_verified,50,base_imbalance,0,lead_screw_anomaly
0,rule_verified,50,normal_machining,0,base_imbalance
32,rule_verified,50,lead_screw_anomaly,0,base_imbalance
35,rule_verified,50,base_imbalance,0,base_imbalance
10,random_open_loop,50,normal_machining,0,normal_machining
60,random_open_loop,50,lead_screw_anomaly,0,normal_machining
1,random_open_loop,50,base_imbalance,0,normal_machining
50,random_open_loop,50,normal_machining,0,lead_screw_anomaly
40,random_open_loop,50,lead_screw_anomaly,0,lead_screw_anomaly
29,random_open_loop,50,base_imbalance,0,lead_screw_anomaly
0,random_open_loop,50,normal_machining,0,base_imbalance
30,random_open_loop,50,lead_screw_anomaly,0,base_imbalance
37,random_open_loop,50,base_imbalance,0,base_imbalance
13,real_only,50,normal_machining,1,normal_machining
57,real_only,50,lead_screw_anomaly,1,normal_machining
1,real_only,50,base_imbalance,1,normal_machining
71,real_only,50,normal_machining,1,lead_screw_anomaly
41,real_only,50,lead_screw_anomaly,1,lead_screw_anomaly
7,real_only,50,base_imbalance,1,lead_screw_anomaly
0,real_only,50,normal_machining,1,base_imbalance
29,real_only,50,lead_screw_anomaly,1,base_imbalance
38,real_only,50,base_imbalance,1,base_imbalance
8,noise_aug,50,normal_machining,1,normal_machining
63,noise_aug,50,lead_screw_anomaly,1,normal_machining
0,noise_aug,50,base_imbalance,1,normal_machining
23,noise_aug,50,normal_machining,1,lead_screw_anomaly
81,noise_aug,50,lead_screw_anomaly,1,lead_screw_anomaly
15,noise_aug,50,base_imbalance,1,lead_screw_anomaly
0,noise_aug,50,normal_machining,1,base_imbalance
26,noise_aug,50,lead_screw_anomaly,1,base_imbalance
41,noise_aug,50,base_imbalance,1,base_imbalance
11,llm_closed_loop,50,normal_machining,1,normal_machining
60,llm_closed_loop,50,lead_screw_anomaly,1,normal_machining
0,llm_closed_loop,50,base_imbalance,1,normal_machining
67,llm_closed_loop,50,normal_machining,1,lead_screw_anomaly
31,llm_closed_loop,50,lead_screw_anomaly,1,lead_screw_anomaly
21,llm_closed_loop,50,base_imbalance,1,lead_screw_anomaly
1,llm_closed_loop,50,normal_machining,1,base_imbalance
29,llm_closed_loop,50,lead_screw_anomaly,1,base_imbalance
37,llm_closed_loop,50,base_imbalance,1,base_imbalance
13,rule_verified,50,normal_machining,1,normal_machining
58,rule_verified,50,lead_screw_anomaly,1,normal_machining
0,rule_verified,50,base_imbalance,1,normal_machining
79,rule_verified,50,normal_machining,1,lead_screw_anomaly
30,rule_verified,50,lead_screw_anomaly,1,lead_screw_anomaly
10,rule_verified,50,base_imbalance,1,lead_screw_anomaly
0,rule_verified,50,normal_machining,1,base_imbalance
29,rule_verified,50,lead_screw_anomaly,1,base_imbalance
38,rule_verified,50,base_imbalance,1,base_imbalance
8,random_open_loop,50,normal_machining,1,normal_machining
63,random_open_loop,50,lead_screw_anomaly,1,normal_machining
